month,day,hour,temp_out_c,solar_rad_w_m2,rh_out_pct
1,1,0,3.0,0.0,68.5
1,1,1,2.75,0.0,69.6
1,1,2,2.78,0.0,68.5
1,1,3,2.92,0.0,67.3
1,1,4,2.15,0.0,69.7
1,1,5,1.97,0.0,69.9
1,1,6,2.19,0.0,69.5
1,1,7,1.95,0.0,69.9
1,1,8,1.77,0.0,70.5
1,1,9,1.39,0.0,71.7
1,1,10,2.38,50.8,69.8
1,1,11,4.6,178.1,64.0
1,1,12,6.6,308.1,57.3
1,1,13,8.1,390.5,53.2
1,1,14,9.14,419.6,50.9
1,1,15,9.8,402.0,48.7
1,1,16,10.0,323.8,48.1
1,1,17,9.08,205.3,56.1
1,1,18,6.92,68.9,60.6
1,1,19,4.89,1.0,68.3
1,1,20,3.98,0.0,71.5
1,1,21,3.99,0.0,71.3
1,1,22,3.67,0.0,72.0
1,1,23,2.99,0.0,73.9
1,2,0,2.38,0.0,74.7
1,2,1,2.49,0.0,73.1
1,2,2,1.87,0.0,74.6
1,2,3,1.47,0.0,76.7
1,2,4,1.37,0.0,76.2
1,2,5,0.92,0.0,76.9
1,2,6,0.51,0.0,78.6
1,2,7,0.36,0.0,79.3
1,2,8,-0.11,0.0,80.3
1,2,9,0.05,0.0,78.8
1,2,10,1.44,49.8,75.1
1,2,11,4.09,176.0,68.1
1,2,12,6.35,293.5,59.2
1,2,13,8.01,375.1,54.5
1,2,14,9.31,416.2,51.3
1,2,15,9.94,394.2,52.1
1,2,16,10.34,313.4,51.8
1,2,17,9.16,193.7,61.9
1,2,18,7.02,64.2,67.9
1,2,19,5.48,1.0,71.6
1,2,20,5.24,0.0,72.3
1,2,21,5.01,0.0,72.8
1,2,22,4.92,0.0,73.5
1,2,23,4.31,0.0,75.7
1,3,0,3.89,0.0,76.9
1,3,1,3.74,0.0,77.4
1,3,2,3.56,0.0,78.4
1,3,3,3.43,0.0,79.0
1,3,4,2.84,0.0,80.2
1,3,5,2.83,0.0,79.4
1,3,6,2.23,0.0,81.3
1,3,7,1.9,0.0,82.8
1,3,8,1.62,0.0,84.4
1,3,9,1.3,0.0,86.2
1,3,10,2.34,38.3,84.0
1,3,11,4.57,132.5,78.8
1,3,12,6.57,228.5,73.1
1,3,13,8.14,294.5,68.2
1,3,14,9.08,313.4,66.2
1,3,15,9.7,304.6,63.1
1,3,16,9.92,248.1,63.7
1,3,17,9.06,168.0,69.9
1,3,18,7.71,56.5,70.7
1,3,19,6.17,0.8,75.4
1,3,20,5.06,0.0,77.7
1,3,21,4.52,0.0,78.4
1,3,22,4.2,0.0,78.6
1,3,23,3.77,0.0,79.6
1,4,0,3.31,0.0,80.1
1,4,1,3.22,0.0,80.1
1,4,2,3.49,0.0,78.7
1,4,3,3.1,0.0,79.9
1,4,4,2.64,0.0,80.3
1,4,5,2.6,0.0,80.2
1,4,6,2.59,0.0,80.4
1,4,7,2.06,0.0,81.3
1,4,8,2.1,0.0,81.3
1,4,9,1.9,0.0,81.1
1,4,10,3.15,38.8,79.1
1,4,11,5.23,136.7,75.1
1,4,12,7.21,218.0,68.1
1,4,13,8.78,301.3,62.6
1,4,14,9.76,314.3,60.2
1,4,15,10.56,298.4,60.2
1,4,16,10.75,237.5,61.1
1,4,17,9.87,136.1,68.8
1,4,18,8.61,48.1,70.0
1,4,19,6.47,0.8,76.0
1,4,20,5.08,0.0,78.7
1,4,21,4.24,0.0,80.0
1,4,22,3.74,0.0,81.2
1,4,23,3.34,0.0,81.7
1,5,0,3.2,0.0,82.0
1,5,1,3.32,0.0,82.5
1,5,2,2.69,0.0,85.5
1,5,3,3.26,0.0,83.4
1,5,4,2.83,0.0,83.7
1,5,5,2.17,0.0,85.5
1,5,6,1.59,0.0,87.5
1,5,7,1.54,0.0,86.8
1,5,8,1.46,0.0,87.1
1,5,9,1.6,0.0,86.5
1,5,10,2.68,41.4,84.6
1,5,11,4.55,144.8,81.8
1,5,12,6.47,250.3,75.0
1,5,13,8.14,330.1,68.1
1,5,14,9.23,367.0,64.6
1,5,15,9.61,351.8,63.2
1,5,16,9.81,275.6,62.9
1,5,17,9.06,169.4,69.3
1,5,18,7.06,59.9,74.1
1,5,19,5.88,0.8,77.7
1,5,20,5.17,0.0,78.4
1,5,21,4.45,0.0,80.5
1,5,22,4.37,0.0,81.0
1,5,23,3.84,0.0,82.4
1,6,0,3.23,0.0,84.3
1,6,1,3.01,0.0,84.6
1,6,2,2.87,0.0,83.8
1,6,3,2.78,0.0,83.0
1,6,4,2.66,0.0,81.5
1,6,5,2.44,0.0,80.8
1,6,6,2.44,0.0,80.6
1,6,7,2.09,0.0,81.0
1,6,8,1.85,0.0,81.5
1,6,9,1.95,0.0,79.9
1,6,10,3.11,38.9,75.4
1,6,11,5.29,151.9,67.4
1,6,12,6.82,253.0,62.9
1,6,13,8.19,333.4,60.1
1,6,14,9.27,372.1,55.8
1,6,15,9.94,350.8,55.3
1,6,16,9.94,282.9,57.4
1,6,17,8.91,183.8,63.7
1,6,18,6.96,67.3,68.1
1,6,19,5.08,1.7,73.4
1,6,20,4.67,0.0,74.5
1,6,21,3.93,0.0,76.0
1,6,22,3.66,0.0,76.2
1,6,23,3.5,0.0,77.2
1,7,0,3.1,0.0,77.7
1,7,1,3.0,0.0,76.9
1,7,2,2.67,0.0,78.1
1,7,3,3.13,0.0,76.9
1,7,4,3.07,0.0,76.9
1,7,5,2.42,0.0,78.6
1,7,6,2.52,0.0,77.6
1,7,7,2.27,0.0,77.3
1,7,8,1.9,0.0,77.9
1,7,9,1.91,0.0,76.5
1,7,10,2.55,43.8,74.6
1,7,11,4.51,153.5,69.8
1,7,12,6.25,264.8,65.0
1,7,13,7.42,358.4,59.3
1,7,14,8.25,396.9,55.5
1,7,15,8.5,354.7,53.8
1,7,16,8.25,274.1,54.8
1,7,17,7.36,177.6,60.0
1,7,18,5.57,61.4,64.0
1,7,19,4.59,1.5,67.2
1,7,20,4.18,0.0,68.2
1,7,21,3.7,0.0,70.3
1,7,22,3.49,0.0,70.7
1,7,23,2.88,0.0,73.5
1,8,0,2.77,0.0,73.1
1,8,1,2.61,0.0,72.6
1,8,2,1.93,0.0,74.4
1,8,3,1.63,0.0,75.2
1,8,4,1.78,0.0,73.9
1,8,5,1.39,0.0,74.8
1,8,6,1.01,0.0,75.5
1,8,7,0.97,0.0,75.5
1,8,8,0.99,0.0,75.3
1,8,9,0.75,0.0,76.2
1,8,10,1.47,48.2,74.7
1,8,11,3.67,167.4,68.1
1,8,12,5.58,281.3,60.7
1,8,13,7.09,361.1,55.9
1,8,14,8.25,395.0,52.8
1,8,15,8.67,377.9,52.4
1,8,16,8.86,299.5,53.3
1,8,17,7.96,195.0,61.8
1,8,18,5.67,75.7,67.2
1,8,19,4.34,2.0,70.4
1,8,20,3.64,0.0,73.0
1,8,21,3.29,0.0,74.1
1,8,22,3.15,0.0,74.2
1,8,23,2.42,0.0,76.3
1,9,0,2.2,0.0,76.8
1,9,1,1.89,0.0,77.0
1,9,2,1.82,0.0,76.7
1,9,3,1.4,0.0,76.7
1,9,4,1.94,0.0,75.6
1,9,5,1.69,0.0,76.8
1,9,6,1.49,0.0,76.3
1,9,7,1.4,0.0,75.6
1,9,8,1.39,0.0,76.2
1,9,9,1.34,0.0,77.0
1,9,10,1.99,33.7,74.8
1,9,11,3.57,124.9,71.3
1,9,12,5.08,220.6,65.5
1,9,13,6.17,286.6,62.1
1,9,14,6.97,300.2,61.2
1,9,15,7.46,312.5,62.3
1,9,16,7.71,246.2,62.2
1,9,17,7.21,160.3,65.5
1,9,18,5.54,57.7,71.3
1,9,19,4.52,1.7,76.1
1,9,20,4.35,0.0,77.0
1,9,21,3.72,0.0,79.4
1,9,22,3.45,0.0,80.3
1,9,23,3.65,0.0,79.8
1,10,0,3.48,0.0,79.5
1,10,1,3.2,0.0,78.6
1,10,2,2.76,0.0,80.3
1,10,3,2.72,0.0,81.7
1,10,4,2.64,0.0,83.4
1,10,5,2.69,0.0,82.1
1,10,6,2.61,0.0,82.2
1,10,7,2.16,0.0,83.6
1,10,8,2.11,0.0,84.3
1,10,9,2.09,0.0,85.5
1,10,10,3.05,27.9,83.7
1,10,11,4.59,98.7,80.0
1,10,12,5.97,165.0,76.4
1,10,13,7.1,216.4,73.6
1,10,14,8.03,237.6,71.8
1,10,15,8.3,232.2,72.3
1,10,16,8.6,199.0,71.7
1,10,17,8.04,129.3,74.3
1,10,18,6.28,52.5,81.9
1,10,19,5.95,1.8,80.8
1,10,20,4.96,0.0,83.3
1,10,21,4.65,0.0,84.0
1,10,22,4.72,0.0,84.4
1,10,23,4.13,0.0,86.0
1,11,0,3.63,0.0,85.6
1,11,1,2.92,0.0,87.2
1,11,2,3.0,0.0,85.7
1,11,3,2.9,0.0,85.0
1,11,4,2.85,0.0,84.6
1,11,5,3.02,0.0,83.4
1,11,6,2.53,0.0,84.3
1,11,7,2.23,0.0,86.6
1,11,8,1.99,0.0,86.2
1,11,9,1.98,0.0,85.8
1,11,10,2.92,36.1,83.4
1,11,11,4.77,129.9,80.8
1,11,12,6.5,209.4,74.6
1,11,13,7.82,276.2,70.7
1,11,14,8.85,310.0,67.2
1,11,15,9.44,297.0,66.9
1,11,16,9.63,240.4,66.5
1,11,17,8.99,154.6,69.8
1,11,18,7.56,62.1,75.2
1,11,19,6.32,2.4,79.4
1,11,20,5.65,0.0,80.0
1,11,21,4.75,0.0,81.9
1,11,22,4.37,0.0,82.6
1,11,23,4.09,0.0,83.6
1,12,0,3.74,0.0,84.9
1,12,1,3.14,0.0,86.5
1,12,2,2.5,0.0,88.5
1,12,3,3.17,0.0,86.4
1,12,4,2.65,0.0,88.0
1,12,5,2.42,0.0,87.5
1,12,6,2.25,0.0,86.5
1,12,7,1.84,0.0,85.4
1,12,8,2.01,0.0,83.1
1,12,9,2.09,0.0,82.9
1,12,10,3.26,37.0,78.9
1,12,11,4.64,131.4,74.3
1,12,12,6.17,236.5,68.7
1,12,13,7.32,303.7,63.3
1,12,14,8.25,343.7,60.0
1,12,15,8.66,321.7,60.0
1,12,16,8.78,273.5,59.7
1,12,17,8.35,178.4,60.5
1,12,18,6.92,71.6,66.6
1,12,19,5.47,3.0,71.0
1,12,20,4.19,0.0,74.5
1,12,21,3.1,0.0,76.6
1,12,22,2.56,0.0,77.6
1,12,23,1.89,0.0,78.7
1,13,0,1.73,0.0,77.7
1,13,1,1.47,0.0,77.4
1,13,2,1.41,0.0,76.5
1,13,3,1.39,0.0,76.9
1,13,4,1.19,0.0,76.5
1,13,5,0.74,0.0,77.9
1,13,6,0.16,0.0,80.1
1,13,7,0.39,0.0,78.3
1,13,8,0.24,0.0,78.8
1,13,9,0.26,0.0,79.0
1,13,10,1.55,49.9,76.2
1,13,11,3.65,168.6,71.3
1,13,12,5.36,280.9,64.5
1,13,13,6.68,343.5,60.2
1,13,14,7.83,402.0,56.9
1,13,15,8.34,388.8,55.4
1,13,16,8.76,321.5,54.6
1,13,17,8.36,210.7,56.0
1,13,18,6.84,86.4,63.7
1,13,19,5.3,3.9,67.0
1,13,20,4.47,0.0,70.7
1,13,21,3.32,0.0,74.5
1,13,22,2.55,0.0,76.4
1,13,23,2.15,0.0,76.7
1,14,0,2.05,0.0,75.7
1,14,1,1.4,0.0,77.3
1,14,2,0.78,0.0,79.8
1,14,3,1.01,0.0,79.0
1,14,4,0.68,0.0,79.5
1,14,5,0.02,0.0,81.6
1,14,6,-0.12,0.0,82.0
1,14,7,-0.14,0.0,81.7
1,14,8,-0.28,0.0,82.1
1,14,9,-0.46,0.0,83.7
1,14,10,0.74,50.5,81.1
1,14,11,2.98,160.3,76.2
1,14,12,5.03,270.3,68.3
1,14,13,6.64,352.2,61.5
1,14,14,7.77,377.7,57.3
1,14,15,8.3,374.2,55.6
1,14,16,8.56,286.1,53.7
1,14,17,7.69,182.2,59.8
1,14,18,5.57,77.3,68.9
1,14,19,4.01,4.1,74.5
1,14,20,3.38,0.0,74.9
1,14,21,2.62,0.0,75.5
1,14,22,2.41,0.0,76.1
1,14,23,2.28,0.0,77.4
1,15,0,1.89,0.0,78.8
1,15,1,1.77,0.0,78.9
1,15,2,1.39,0.0,81.1
1,15,3,1.81,0.0,79.4
1,15,4,0.97,0.0,82.5
1,15,5,0.38,0.0,84.9
1,15,6,-0.07,0.0,85.6
1,15,7,-0.15,0.0,84.0
1,15,8,-0.11,0.0,82.6
1,15,9,-0.51,0.0,83.5
1,15,10,1.41,51.2,77.6
1,15,11,3.91,172.2,69.1
1,15,12,6.37,294.9,60.3
1,15,13,7.8,368.6,55.6
1,15,14,8.63,400.7,53.1
1,15,15,9.08,379.3,52.8
1,15,16,9.2,311.4,52.8
1,15,17,8.26,204.5,58.2
1,15,18,6.66,88.4,63.8
1,15,19,4.85,4.8,69.1
1,15,20,3.17,0.0,75.0
1,15,21,2.41,0.0,76.5
1,15,22,1.66,0.0,78.1
1,15,23,1.36,0.0,79.1
1,16,0,1.57,0.0,77.3
1,16,1,1.63,0.0,78.0
1,16,2,1.37,0.0,78.6
1,16,3,1.54,0.0,79.6
1,16,4,1.28,0.0,80.1
1,16,5,1.14,0.0,81.6
1,16,6,1.19,0.0,82.7
1,16,7,0.99,0.0,84.2
1,16,8,0.64,0.0,86.5
1,16,9,0.64,0.0,86.5
1,16,10,1.85,43.8,85.5
1,16,11,3.84,148.5,81.9
1,16,12,5.77,252.1,75.1
1,16,13,7.07,324.7,69.8
1,16,14,8.12,365.9,64.7
1,16,15,8.2,341.6,66.6
1,16,16,8.5,271.0,65.7
1,16,17,8.03,177.8,67.4
1,16,18,6.64,72.1,71.3
1,16,19,5.02,4.7,74.4
1,16,20,3.71,0.0,78.0
1,16,21,2.55,0.0,80.4
1,16,22,2.34,0.0,79.8
1,16,23,1.52,0.0,81.8
1,17,0,1.63,0.0,79.6
1,17,1,1.35,0.0,80.4
1,17,2,1.08,0.0,80.8
1,17,3,1.16,0.0,80.6
1,17,4,1.2,0.0,80.3
1,17,5,1.19,0.0,80.2
1,17,6,0.84,0.0,81.2
1,17,7,0.78,0.0,82.3
1,17,8,0.32,0.0,83.6
1,17,9,0.21,0.0,84.0
1,17,10,1.61,55.0,81.7
1,17,11,4.02,173.7,72.6
1,17,12,6.06,275.6,65.1
1,17,13,7.68,347.3,60.0
1,17,14,8.96,375.6,57.6
1,17,15,9.46,357.6,57.4
1,17,16,9.64,300.5,57.8
1,17,17,8.9,206.5,61.8
1,17,18,6.42,91.4,70.9
1,17,19,5.54,5.8,72.8
1,17,20,4.47,0.0,75.8
1,17,21,4.15,0.0,76.4
1,17,22,4.17,0.0,76.1
1,17,23,3.71,0.0,76.7
1,18,0,3.19,0.0,78.3
1,18,1,3.24,0.0,77.5
1,18,2,3.03,0.0,76.3
1,18,3,2.75,0.0,77.1
1,18,4,3.02,0.0,76.1
1,18,5,2.88,0.0,75.7
1,18,6,3.03,0.0,74.3
1,18,7,2.89,0.0,73.8
1,18,8,2.87,0.0,74.0
1,18,9,2.64,0.0,75.2
1,18,10,3.59,42.3,73.9
1,18,11,5.41,138.7,67.8
1,18,12,6.91,247.0,61.5
1,18,13,7.96,315.4,58.1
1,18,14,8.84,361.0,54.8
1,18,15,9.3,336.4,55.8
1,18,16,9.37,270.5,56.2
1,18,17,8.74,192.4,59.6
1,18,18,7.16,84.2,66.7
1,18,19,5.28,6.3,70.8
1,18,20,4.45,0.0,72.4
1,18,21,4.0,0.0,72.2
1,18,22,3.46,0.0,73.6
1,18,23,3.57,0.0,72.8
1,19,0,3.24,0.0,73.7
1,19,1,2.84,0.0,75.9
1,19,2,2.3,0.0,78.3
1,19,3,1.76,0.0,80.0
1,19,4,2.34,0.0,76.2
1,19,5,2.05,0.0,77.5
1,19,6,2.44,0.0,75.6
1,19,7,2.35,0.0,75.6
1,19,8,1.91,0.0,76.9
1,19,9,1.96,0.0,76.0
1,19,10,3.07,51.4,74.2
1,19,11,5.14,167.6,69.1
1,19,12,6.62,271.0,64.1
1,19,13,7.92,341.4,59.5
1,19,14,8.99,381.7,57.3
1,19,15,9.74,364.7,54.3
1,19,16,10.14,301.3,52.9
1,19,17,9.69,209.6,55.2
1,19,18,7.96,89.3,64.0
1,19,19,5.93,7.2,70.5
1,19,20,4.15,0.0,77.6
1,19,21,3.81,0.0,79.0
1,19,22,3.23,0.0,81.8
1,19,23,2.82,0.0,82.8
1,20,0,3.26,0.0,80.4
1,20,1,3.19,0.0,80.1
1,20,2,3.11,0.0,80.1
1,20,3,3.32,0.0,76.0
1,20,4,3.08,0.0,77.4
1,20,5,2.88,0.0,77.9
1,20,6,2.89,0.0,77.7
1,20,7,2.65,0.0,78.0
1,20,8,2.28,0.0,77.0
1,20,9,2.07,0.0,77.9
1,20,10,2.86,42.9,76.0
1,20,11,4.65,141.4,70.3
1,20,12,6.21,245.7,65.8
1,20,13,7.68,326.3,61.8
1,20,14,8.82,372.0,58.0
1,20,15,9.21,339.9,57.2
1,20,16,9.45,275.1,57.3
1,20,17,8.96,192.7,58.7
1,20,18,7.46,86.2,64.9
1,20,19,5.83,7.5,69.3
1,20,20,3.94,0.0,77.0
1,20,21,3.49,0.0,77.9
1,20,22,3.3,0.0,78.5
1,20,23,2.86,0.0,79.6
1,21,0,1.79,0.0,83.8
1,21,1,0.82,0.0,87.4
1,21,2,0.86,0.0,87.0
1,21,3,1.18,0.0,86.0
1,21,4,1.3,0.0,83.9
1,21,5,1.3,0.0,83.2
1,21,6,0.89,0.0,85.3
1,21,7,0.82,0.0,85.9
1,21,8,0.75,0.0,86.1
1,21,9,0.73,0.0,86.5
1,21,10,1.9,47.5,83.6
1,21,11,4.03,159.6,76.9
1,21,12,5.72,250.8,71.9
1,21,13,7.22,355.2,65.6
1,21,14,8.43,393.8,61.0
1,21,15,8.55,377.9,63.2
1,21,16,8.94,309.7,62.8
1,21,17,8.45,200.8,65.8
1,21,18,6.78,90.6,73.1
1,21,19,5.23,7.8,76.3
1,21,20,4.48,0.0,77.3
1,21,21,3.34,0.0,81.2
1,21,22,2.61,0.0,82.0
1,21,23,2.2,0.0,82.7
1,22,0,1.93,0.0,83.4
1,22,1,1.37,0.0,84.8
1,22,2,0.81,0.0,85.6
1,22,3,0.98,0.0,84.6
1,22,4,1.39,0.0,81.6
1,22,5,1.19,0.0,80.9
1,22,6,0.7,0.0,80.9
1,22,7,0.41,0.0,81.6
1,22,8,0.64,0.0,79.5
1,22,9,0.29,0.0,80.5
1,22,10,1.85,58.9,76.0
1,22,11,4.45,191.8,67.3
1,22,12,6.12,307.4,62.0
1,22,13,7.43,386.6,58.0
1,22,14,8.38,430.7,54.9
1,22,15,8.96,422.6,53.4
1,22,16,9.09,331.9,55.2
1,22,17,8.62,227.8,56.5
1,22,18,6.95,106.1,63.6
1,22,19,5.38,10.4,67.5
1,22,20,3.96,0.0,72.2
1,22,21,3.97,0.0,70.6
1,22,22,3.61,0.0,72.2
1,22,23,3.2,0.0,74.3
1,23,0,2.59,0.0,76.3
1,23,1,1.93,0.0,79.0
1,23,2,1.86,0.0,78.9
1,23,3,2.32,0.0,78.3
1,23,4,1.74,0.0,78.9
1,23,5,1.87,0.0,77.5
1,23,6,1.51,0.0,78.1
1,23,7,1.43,0.0,78.0
1,23,8,1.52,0.0,77.4
1,23,9,1.26,0.5,79.9
1,23,10,2.94,52.2,74.9
1,23,11,4.88,159.9,68.9
1,23,12,6.42,259.4,64.6
1,23,13,7.68,349.5,62.6
1,23,14,8.38,372.5,62.0
1,23,15,8.93,362.4,60.8
1,23,16,8.89,271.8,62.4
1,23,17,8.01,180.7,67.7
1,23,18,6.38,82.0,75.0
1,23,19,4.38,9.3,78.6
1,23,20,4.15,0.0,76.6
1,23,21,4.09,0.0,75.8
1,23,22,2.91,0.0,80.9
1,23,23,2.52,0.0,81.8
1,24,0,2.35,0.0,81.6
1,24,1,2.41,0.0,80.4
1,24,2,2.44,0.0,80.0
1,24,3,2.57,0.0,76.5
1,24,4,2.98,0.0,75.7
1,24,5,2.63,0.0,76.1
1,24,6,2.99,0.0,74.5
1,24,7,2.59,0.0,76.2
1,24,8,2.19,0.0,77.4
1,24,9,1.64,0.7,79.3
1,24,10,2.62,60.7,78.6
1,24,11,4.65,186.7,72.0
1,24,12,6.35,300.2,65.5
1,24,13,7.74,384.5,58.7
1,24,14,8.47,388.2,56.5
1,24,15,9.03,359.0,54.7
1,24,16,9.26,295.3,53.4
1,24,17,8.94,203.4,55.0
1,24,18,7.71,93.7,60.6
1,24,19,5.83,10.6,68.2
1,24,20,4.68,0.0,71.8
1,24,21,4.02,0.0,74.7
1,24,22,3.62,0.0,75.0
1,24,23,3.76,0.0,74.2
1,25,0,3.57,0.0,74.5
1,25,1,2.92,0.0,78.1
1,25,2,3.0,0.0,77.6
1,25,3,3.09,0.0,76.9
1,25,4,2.9,0.0,78.7
1,25,5,3.03,0.0,78.1
1,25,6,2.54,0.0,80.0
1,25,7,2.42,0.0,81.4
1,25,8,2.2,0.0,82.3
1,25,9,2.02,0.6,82.1
1,25,10,3.1,46.7,79.7
1,25,11,4.79,133.9,72.6
1,25,12,6.29,227.8,66.6
1,25,13,7.45,299.3,61.8
1,25,14,8.37,342.5,58.4
1,25,15,8.68,335.5,55.8
1,25,16,8.96,268.9,56.3
1,25,17,8.55,183.7,58.9
1,25,18,7.51,89.0,64.5
1,25,19,5.57,11.6,69.0
1,25,20,4.05,0.0,74.1
1,25,21,3.42,0.0,76.1
1,25,22,3.36,0.0,74.8
1,25,23,3.16,0.0,74.4
1,26,0,2.61,0.0,75.3
1,26,1,2.18,0.0,76.1
1,26,2,1.81,0.0,77.0
1,26,3,2.41,0.0,75.4
1,26,4,2.37,0.0,74.1
1,26,5,1.93,0.0,75.2
1,26,6,1.79,0.0,75.7
1,26,7,1.56,0.0,75.8
1,26,8,1.38,0.0,76.5
1,26,9,1.33,0.6,76.0
1,26,10,2.44,49.0,73.9
1,26,11,4.19,137.1,66.7
1,26,12,5.65,221.1,62.5
1,26,13,6.91,291.5,59.1
1,26,14,7.68,298.9,58.1
1,26,15,8.34,279.9,56.1
1,26,16,8.65,248.3,57.3
1,26,17,8.24,180.1,60.1
1,26,18,6.44,86.4,68.3
1,26,19,4.87,11.0,74.8
1,26,20,4.81,0.0,73.8
1,26,21,3.74,0.0,77.5
1,26,22,3.4,0.0,78.1
1,26,23,3.17,0.0,78.0
1,27,0,2.89,0.0,77.4
1,27,1,2.58,0.0,77.5
1,27,2,2.15,0.0,78.6
1,27,3,2.46,0.0,77.8
1,27,4,2.55,0.0,77.9
1,27,5,2.17,0.0,78.7
1,27,6,1.61,0.0,81.4
1,27,7,1.61,0.0,82.4
1,27,8,1.66,0.0,82.6
1,27,9,1.68,0.9,83.4
1,27,10,2.89,44.3,81.1
1,27,11,4.32,134.1,76.3
1,27,12,5.54,215.6,70.6
1,27,13,6.69,281.2,67.1
1,27,14,8.06,375.8,63.7
1,27,15,8.74,373.7,61.4
1,27,16,9.41,337.5,61.3
1,27,17,9.15,243.1,62.9
1,27,18,7.4,121.3,73.7
1,27,19,6.21,16.6,73.2
1,27,20,4.87,0.0,76.9
1,27,21,3.86,0.0,80.0
1,27,22,3.18,0.0,82.1
1,27,23,2.67,0.0,82.3
1,28,0,2.59,0.0,80.6
1,28,1,1.84,0.0,82.4
1,28,2,1.12,0.0,84.6
1,28,3,1.01,0.0,83.8
1,28,4,0.84,0.0,82.1
1,28,5,0.64,0.0,82.1
1,28,6,0.44,0.0,81.2
1,28,7,0.02,0.0,82.5
1,28,8,0.14,0.0,81.4
1,28,9,0.04,1.0,81.5
1,28,10,1.37,72.1,79.9
1,28,11,3.94,205.8,72.2
1,28,12,6.43,342.3,61.2
1,28,13,8.31,443.4,53.7
1,28,14,9.57,480.7,50.1
1,28,15,10.04,443.7,49.4
1,28,16,10.6,380.9,48.0
1,28,17,10.22,275.1,49.8
1,28,18,8.1,135.7,61.0
1,28,19,5.43,18.3,67.4
1,28,20,4.47,0.0,69.5
1,28,21,4.35,0.0,70.6
1,28,22,3.67,0.0,73.6
1,28,23,2.81,0.0,76.4
1,29,0,2.13,0.0,78.1
1,29,1,1.35,0.0,80.4
1,29,2,1.54,0.0,78.9
1,29,3,1.7,0.0,78.7
1,29,4,2.09,0.0,77.7
1,29,5,1.72,0.0,78.5
1,29,6,1.84,0.0,78.6
1,29,7,1.84,0.0,77.1
1,29,8,1.09,0.0,80.0
1,29,9,1.32,1.2,78.4
1,29,10,2.96,55.3,77.4
1,29,11,5.03,161.6,70.7
1,29,12,7.04,264.4,64.7
1,29,13,8.59,337.1,60.7
1,29,14,9.6,369.1,58.6
1,29,15,10.41,355.6,55.6
1,29,16,10.54,282.2,56.8
1,29,17,9.84,201.0,60.8
1,29,18,8.39,101.7,67.1
1,29,19,6.91,14.6,71.0
1,29,20,5.65,0.0,74.9
1,29,21,4.88,0.0,77.1
1,29,22,4.61,0.0,77.1
1,29,23,4.42,0.0,77.6
1,30,0,3.61,0.0,81.3
1,30,1,3.21,0.0,82.2
1,30,2,3.29,0.0,80.8
1,30,3,3.36,0.0,80.4
1,30,4,2.71,0.0,82.7
1,30,5,2.53,0.0,83.5
1,30,6,2.16,0.0,84.3
1,30,7,1.89,0.0,86.1
1,30,8,1.67,0.0,86.2
1,30,9,1.74,1.6,85.3
1,30,10,3.51,67.9,81.4
1,30,11,5.87,199.5,75.5
1,30,12,7.74,311.5,68.9
1,30,13,9.07,373.7,63.7
1,30,14,10.21,397.6,59.9
1,30,15,10.82,388.5,56.3
1,30,16,11.17,352.7,55.0
1,30,17,10.83,247.7,56.5
1,30,18,8.7,125.3,72.9
1,30,19,6.97,18.3,73.4
1,30,20,6.05,0.0,76.0
1,30,21,5.15,0.0,78.2
1,30,22,4.51,0.0,79.2
1,30,23,4.73,0.0,76.7
1,31,0,3.67,0.0,80.2
1,31,1,3.28,0.0,80.7
1,31,2,3.01,0.0,80.4
1,31,3,3.1,0.0,80.3
1,31,4,2.8,0.0,80.8
1,31,5,2.08,0.0,83.0
1,31,6,2.12,0.0,83.2
1,31,7,1.69,0.0,84.1
1,31,8,1.73,0.0,83.1
1,31,9,1.77,1.7,82.9
1,31,10,3.34,67.6,80.2
1,31,11,5.65,182.5,74.9
1,31,12,7.7,287.5,66.4
1,31,13,9.12,380.6,61.6
1,31,14,10.14,399.0,58.8
1,31,15,10.74,378.9,55.8
1,31,16,10.75,308.0,58.3
1,31,17,10.28,227.1,63.4
1,31,18,9.16,120.9,69.0
1,31,19,7.26,18.9,74.2
1,31,20,6.01,0.0,78.3
1,31,21,5.6,0.0,79.0
1,31,22,5.06,0.0,79.6
1,31,23,3.93,0.0,82.6
2,1,0,3.8,0.0,81.9
2,1,1,3.55,0.0,81.6
2,1,2,3.49,0.0,81.1
2,1,3,3.42,0.0,80.4
2,1,4,2.61,0.0,83.0
2,1,5,2.5,0.0,82.9
2,1,6,2.39,0.0,83.7
2,1,7,2.08,0.0,84.8
2,1,8,2.15,0.0,83.9
2,1,9,1.92,1.8,85.3
2,1,10,3.61,71.6,82.4
2,1,11,6.18,205.0,75.8
2,1,12,8.35,319.5,69.0
2,1,13,10.28,435.1,63.9
2,1,14,11.64,463.8,61.3
2,1,15,12.58,450.0,59.2
2,1,16,13.05,360.2,58.6
2,1,17,12.92,269.9,62.7
2,1,18,11.08,143.6,71.7
2,1,19,8.99,22.8,73.7
2,1,20,7.56,0.0,76.8
2,1,21,6.44,0.0,79.7
2,1,22,6.13,0.0,79.7
2,1,23,5.67,0.0,81.6
2,2,0,5.36,0.0,81.6
2,2,1,4.77,0.0,83.4
2,2,2,4.79,0.0,81.8
2,2,3,4.53,0.0,82.6
2,2,4,4.27,0.0,83.4
2,2,5,3.9,0.0,84.1
2,2,6,3.38,0.0,85.9
